"from","to","same.conf","value","group","data_plot"
"MiddleTennesseeState","GeorgiaTech",0,"Sun Belt",3,2
"MiddleTennesseeState","EasternMichigan",0,"Sun Belt",3,2
"MiddleTennesseeState","WakeForest",0,"Sun Belt",3,2
"Minnesota",NA,1,"Big Ten",3,2
"Minnesota","LouisianaLafayette",0,"Big Ten",3,2
"Minnesota","TexasA&M",1,"Big Ten",3,2
"Mississippi","Nevada",1,"Southeastern",3,2
"Mississippi","Georgia",0,"Southeastern",3,2
"Mississippi","Duke",1,"Southeastern",3,2
"Mississippi","Missouri",1,"Southeastern",3,2
"MississippiState","Virginia",0,"Southeastern",3,2
"MississippiState","California",1,"Southeastern",3,2
"MississippiState","Vanderbilt",1,"Southeastern",3,2
"MississippiState","AlabamaBirmingham",1,"Southeastern",3,2
"MississippiState","Tulane",1,"Southeastern",3,2
"Missouri","LouisianaTech",1,"Big Twelve",3,2
"Missouri","TexasA&M",0,"Big Twelve",3,2
"Navy","Mississippi",0,"Independents",3,2
"Navy","Oregon",1,"Independents",3,2
"Navy","Maryland",0,"Independents",3,2
"Navy","Ohio",0,"Independents",3,2
"Navy","MichiganState",0,"Independents",3,2
"Navy","Michigan",0,"Independents",3,2
"Navy","Army",0,"Independents",3,2
"Navy","LouisianaState",0,"Independents",3,2
"Nebraska","Utah",1,"Big Twelve",3,2
"Nebraska","AlabamaBirmingham",0,"Big Twelve",3,2
"Nebraska","Stanford",1,"Big Twelve",3,2
"Nevada","OhioState",0,"Western Athletic",3,2
"Nevada","Arizona",0,"Western Athletic",3,2
"Nevada","Kansas",1,"Western Athletic",3,2
"Nevada","SanDiegoState",1,"Western Athletic",3,2
"Nevada","Mississippi",0,"Western Athletic",3,2
"Nevada","Idaho",1,"Western Athletic",3,2
"Nevada","Rice",1,"Western Athletic",3,2
"NevadaLasVegas","Georgia",0,"Mountain West",3,2
"NewMexico","NorthTexas",1,"Mountain West",3,2
"NewMexico","NevadaLasVegas",1,"Mountain West",3,2
"NewMexico","Buffalo",0,"Mountain West",3,2
"NewMexico","Temple",1,"Mountain West",3,2
"NewMexico","Oregon",0,"Mountain West",3,2
"NewMexico","SouthernMethodist",1,"Mountain West",3,2
"NewMexico","Arizona",0,"Mountain West",3,2
"NewMexico","NevadaLasVegas",0,"Mountain West",3,2
"NewMexico","Pittsburgh",1,"Mountain West",3,2
"NewMexico","WashingtonState",1,"Mountain West",3,2
"NewMexicoState","ColoradoState",0,"Sun Belt",3,2
"NewMexicoState","LouisianaState",0,"Sun Belt",3,2
"NewMexicoState","WakeForest",0,"Sun Belt",3,2
"NewMexicoState","NorthCarolinaState",0,"Sun Belt",3,2
"NewMexicoState","California",0,"Sun Belt",3,2
"NewMexicoState","SouthCarolina",0,"Sun Belt",3,2
"NorthCarolina","Clemson",1,"Atlantic Coast",3,2
"NorthCarolina","OregonState",0,"Atlantic Coast",3,2
"NorthCarolina","AirForce",1,"Atlantic Coast",3,2
"NorthCarolina","Tulsa",1,"Atlantic Coast",3,2
"NorthCarolinaState","Tennessee",1,"Atlantic Coast",3,2
"NorthCarolinaState","EastCarolina",0,"Atlantic Coast",3,2
"NorthCarolinaState","Oklahoma",1,"Atlantic Coast",3,2
"NorthCarolinaState","ColoradoState",1,"Atlantic Coast",3,2
"NorthCarolinaState","Nebraska",1,"Atlantic Coast",3,2
"NorthCarolinaState","BoiseState",1,"Atlantic Coast",3,2
"NorthCarolinaState","NorthCarolina",1,"Atlantic Coast",3,2
"NorthCarolinaState","Stanford",1,"Atlantic Coast",3,2
"NorthCarolinaState","California",0,"Atlantic Coast",3,2
"NorthernIllinois","Mississippi",0,"Mid-American",3,2
"NorthernIllinois","BoiseState",1,"Mid-American",3,2
"NorthernIllinois","Kent",1,"Mid-American",3,2
"NorthernIllinois","MiamiFlorida",1,"Mid-American",3,2
"NorthernIllinois","Kent",1,"Mid-American",3,2
"NorthernIllinois","Rice",1,"Mid-American",3,2
"NorthernIllinois","Rice",1,"Mid-American",3,2
"NorthernIllinois","UCLA",1,"Mid-American",3,2
"NorthernIllinois",NA,0,"Mid-American",3,2
"NorthernIllinois","UtahState",0,"Mid-American",3,2
"NorthTexas","VirginiaTech",1,"Sun Belt",3,2
"NorthTexas","TexasChristian",1,"Sun Belt",3,2
"NorthTexas","Ohio",0,"Sun Belt",3,2
"NorthTexas","Arkansas",0,"Sun Belt",3,2
"NorthTexas","Cincinnati",0,"Sun Belt",3,2
"NorthTexas","Marshall",1,"Sun Belt",3,2
"NorthTexas","CentralMichigan",1,"Sun Belt",3,2
"Northwestern","IowaState",1,"Big Ten",3,2
"Northwestern","Marshall",1,"Big Ten",3,2
"Northwestern","Louisville",0,"Big Ten",3,2
"Northwestern","TexasChristian",0,"Big Ten",3,2
"Northwestern","MiddleTennesseeState",1,"Big Ten",3,2
"Northwestern","LouisianaMonroe",1,"Big Ten",3,2
"Northwestern","OklahomaState",1,"Big Ten",3,2
"Northwestern","Clemson",1,"Big Ten",3,2
"Northwestern","EasternMichigan",1,"Big Ten",3,2
"NotreDame","Hawaii",0,"Independents",3,2
"NotreDame","Indiana",0,"Independents",3,2
"NotreDame","Northwestern",0,"Independents",3,2
"Ohio","Temple",0,"Mid-American",3,2
"Ohio","Mississippi",1,"Mid-American",3,2
"OhioState","Army",0,"Big Ten",3,2
"OhioState","MiamiOhio",1,"Big Ten",3,2
"OhioState","OregonState",1,"Big Ten",3,2
"OhioState","BallState",1,"Big Ten",3,2
"Oklahoma","SouthernMethodist",1,"Big Twelve",3,2
"Oklahoma","Illinois",1,"Big Twelve",3,2
"OklahomaState","Wyoming",NA,"Big Twelve",3,2
"Oregon","MiamiFlorida",1,"Pacific Ten",3,2
"Oregon","Virginia",1,"Pacific Ten",3,2
"Oregon","UtahState",1,"Pacific Ten",3,2
"OregonState","ColoradoState",1,"Pacific Ten",3,2
"PennState","NewMexico",1,"Big Ten",3,2
"PennState","OhioState",0,"Big Ten",3,2
"PennState","Illinois",1,"Big Ten",3,2
"PennState","Maryland",1,"Big Ten",3,2
"PennState","Purdue",0,"Big Ten",3,2
"PennState","LouisianaLafayette",1,"Big Ten",3,2
"PennState","WashingtonState",1,"Big Ten",3,2
"PennState","WashingtonState",1,"Big Ten",3,2
"PennState","Cincinnati",0,"Big Ten",3,2
"PennState","Pittsburgh",1,"Big Ten",3,2
"PennState","Texas",0,"Big Ten",3,2
"Pittsburgh","BostonCollege",0,"Big East",3,2
"Pittsburgh","Toledo",1,"Big East",3,2
"Pittsburgh","Indiana",1,"Big East",3,2
"Pittsburgh","OklahomaState",1,"Big East",3,2
"Purdue","Minnesota",1,"Big Ten",3,2
"Purdue","MiamiFlorida",1,"Big Ten",3,2
"Purdue","TexasChristian",0,"Big Ten",3,2
"Purdue","Texas",1,"Big Ten",3,2
"Purdue","NorthTexas",0,"Big Ten",3,2
"Purdue","Maryland",1,"Big Ten",3,2
"Rice","WakeForest",1,"Western Athletic",3,2
"Rice","Minnesota",1,"Western Athletic",3,2
"Rice","WakeForest",1,"Western Athletic",3,2
"Rice","MississippiState",1,"Western Athletic",3,2
"Rice","Hawaii",1,"Western Athletic",3,2
"Rice","Texas",1,"Western Athletic",3,2
"Rice","Syracuse",0,"Western Athletic",3,2
"Rice","Indiana",0,"Western Athletic",3,2
"Rutgers","EasternMichigan",1,"Big East",3,2
"SanDiegoState","SouthernMethodist",1,"Mountain West",3,2
"SanDiegoState","Army",0,"Mountain West",3,2
"SanDiegoState","Rutgers",1,"Mountain West",3,2
"SanDiegoState","Navy",1,"Mountain West",3,2
"SanDiegoState","ColoradoState",1,"Mountain West",3,2
"SanDiegoState","Virginia",0,"Mountain West",3,2
"SanDiegoState","Rutgers",1,"Mountain West",3,2
"SanDiegoState","Missouri",0,"Mountain West",3,2
"SanJoseState","Hawaii",1,"Western Athletic",3,2
"SanJoseState","OklahomaState",1,"Western Athletic",3,2
"SanJoseState","TexasElPaso",0,"Western Athletic",3,2
"SanJoseState","Mississippi",0,"Western Athletic",3,2
"SanJoseState","Georgia",1,"Western Athletic",3,2
"SanJoseState","TexasChristian",0,"Western Athletic",3,2
"SouthCarolina","AlabamaBirmingham",1,"Southeastern",3,2
"SouthCarolina","IowaState",1,"Southeastern",3,2
"SouthCarolina","Nevada",1,"Southeastern",3,2
"SouthCarolina","LouisianaMonroe",0,"Southeastern",3,2
"SouthernCalifornia","LouisianaState",1,"Pacific Ten",3,2
"SouthernCalifornia","OklahomaState",1,"Pacific Ten",3,2
"SouthernCalifornia","MiamiOhio",1,"Pacific Ten",3,2
"SouthernCalifornia","ArizonaState",1,"Pacific Ten",3,2
"SouthernCalifornia","AlabamaBirmingham",1,"Pacific Ten",3,2
"SouthernCalifornia","UtahState",0,"Pacific Ten",3,2
"SouthernCalifornia","Duke",0,"Pacific Ten",3,2
"SouthernCalifornia","UtahState",1,"Pacific Ten",3,2
"SouthernCalifornia","Clemson",1,"Pacific Ten",3,2
"SouthernCalifornia","NorthCarolina",0,"Pacific Ten",3,2
"SouthernCalifornia","Washington",1,"Pacific Ten",3,2
"SouthernMethodist","MichiganState",1,"Western Athletic",3,2
"SouthernMethodist","Army",1,"Western Athletic",3,2
"SouthernMethodist","Oklahoma",1,"Western Athletic",3,2
"SouthernMethodist","NewMexicoState",1,"Western Athletic",3,2
"SouthernMethodist","Washington",1,"Western Athletic",3,2
"SouthernMethodist","Houston",0,"Western Athletic",3,2
"SouthernMethodist",NA,0,"Western Athletic",3,2
"SouthernMississippi","Cincinnati",0,"Conference USA",3,2
"SouthernMississippi","Kansas",1,"Conference USA",3,2
"SouthernMississippi","Tennessee",1,"Conference USA",3,2
"SouthernMississippi","LouisianaLafayette",1,"Conference USA",3,2
"SouthernMississippi","Marshall",0,"Conference USA",3,2
"Stanford","Navy",1,"Pacific Ten",3,2
"Stanford","SanJoseState",1,"Pacific Ten",3,2
"Stanford","NevadaLasVegas",1,"Pacific Ten",3,2
"Stanford","Duke",0,"Pacific Ten",3,2
"Stanford","TexasElPaso",0,"Pacific Ten",3,2
"Syracuse","LouisianaTech",1,"Big East",3,2
"Syracuse","MississippiState",0,"Big East",3,2
"Syracuse","Cincinnati",1,"Big East",3,2
"Syracuse","FloridaState",1,"Big East",3,2
"Syracuse","Toledo",1,"Big East",3,2
"Syracuse","Vanderbilt",0,"Big East",3,2
"Temple","Michigan",0,"Big East",3,2
"Temple","Clemson",0,"Big East",3,2
"Temple","Memphis",1,"Big East",3,2
"Temple","Kent",1,"Big East",3,2
"Tennessee","Rutgers",1,"Southeastern",3,2
"Tennessee","MiamiFlorida",1,"Southeastern",3,2
"Tennessee","LouisianaState",1,"Southeastern",3,2
"Texas","EasternMichigan",1,"Big Twelve",3,2
"Texas","SouthernCalifornia",1,"Big Twelve",3,2
"TexasA&M","Hawaii",1,"Big Twelve",3,2
"TexasA&M","Missouri",0,"Big Twelve",3,2
"TexasA&M","Tennessee",0,"Big Twelve",3,2
"TexasA&M","Hawaii",1,"Big Twelve",3,2
"TexasA&M","Vanderbilt",1,"Big Twelve",3,2
"TexasChristian","Arkansas",0,"Conference USA",3,2
"TexasElPaso","Tulsa",0,"Western Athletic",3,2
"TexasElPaso","Ohio",1,"Western Athletic",3,2
"TexasElPaso","SouthernMississippi",0,"Western Athletic",3,2
"TexasElPaso","Kentucky",1,"Western Athletic",3,2
"TexasTech","TexasChristian",1,"Big Twelve",3,2
"TexasTech","Duke",1,"Big Twelve",3,2
"TexasTech","Idaho",1,"Big Twelve",3,2
"TexasTech","TexasChristian",1,"Big Twelve",3,2
"TexasTech","NorthCarolina",1,"Big Twelve",3,2
"TexasTech","NotreDame",0,"Big Twelve",3,2
"TexasTech","Illinois",0,"Big Twelve",3,2
"TexasTech","Pittsburgh",0,"Big Twelve",3,2
"TexasTech","Nevada",1,"Big Twelve",3,2
"TexasTech","MiamiFlorida",1,"Big Twelve",3,2
"Toledo","IowaState",1,"Mid-American",3,2
"Tulane","Illinois",1,"Conference USA",3,2
"Tulane","California",0,"Conference USA",3,2
"Tulane","Toledo",0,"Conference USA",3,2
"Tulane","Ohio",1,"Conference USA",3,2
"Tulsa","Washington",0,"Western Athletic",3,2
"Tulsa","TexasElPaso",0,"Western Athletic",3,2
"Tulsa","Stanford",0,"Western Athletic",3,2
"Tulsa","Nebraska",1,"Western Athletic",3,2
"UCLA","TexasElPaso",1,"Pacific Ten",3,2
"UCLA","Missouri",1,"Pacific Ten",3,2
"UCLA","NevadaLasVegas",0,"Pacific Ten",3,2
"UCLA","SanJoseState",1,"Pacific Ten",3,2
"UCLA","Oregon",1,"Pacific Ten",3,2
"UCLA","Army",1,"Pacific Ten",3,2
"UCLA","WashingtonState",1,"Pacific Ten",3,2
"UCLA","California",0,"Pacific Ten",3,2
"Utah","Tulsa",0,"Mountain West",3,2
"Utah","BoiseState",1,"Mountain West",3,2
"Utah","Texas",0,"Mountain West",3,2
"Utah",NA,1,"Mountain West",3,2
"Utah","UCLA",0,"Mountain West",3,2
"Utah","Cincinnati",1,"Mountain West",3,2
"UtahState","WakeForest",NA,"Independents",3,2
"Vanderbilt","Marshall",1,"Southeastern",3,2
"Vanderbilt","Vanderbilt",1,"Southeastern",3,2
"Vanderbilt","Hawaii",1,"Southeastern",3,2
"Vanderbilt","OregonState",1,"Southeastern",3,2
"Vanderbilt","Purdue",0,"Southeastern",3,2
"Virginia","TexasA&M",1,"Atlantic Coast",3,2
"Virginia","SouthCarolina",1,"Atlantic Coast",3,2
"Virginia","AlabamaBirmingham",1,"Atlantic Coast",3,2
"Virginia","MichiganState",1,"Atlantic Coast",3,2
"Virginia","Memphis",1,"Atlantic Coast",3,2
"Virginia","MiamiOhio",1,"Atlantic Coast",3,2
"VirginiaTech","Utah",1,"Big East",3,2
"VirginiaTech","Oklahoma",0,"Big East",3,2
"VirginiaTech",NA,1,"Big East",3,2
"VirginiaTech","Purdue",1,"Big East",3,2
"VirginiaTech","MiddleTennesseeState",1,"Big East",3,2
"VirginiaTech","NorthCarolina",0,"Big East",3,2
"VirginiaTech","Vanderbilt",1,"Big East",3,2
"VirginiaTech","Memphis",0,"Big East",3,2
"VirginiaTech","Clemson",1,"Big East",3,2
"VirginiaTech","TexasChristian",1,"Big East",3,2
"WakeForest","Maryland",1,"Atlantic Coast",3,2
"Washington","OregonState",1,"Pacific Ten",3,2
"Washington","Michigan",1,"Pacific Ten",3,2
"Washington","AirForce",1,"Pacific Ten",3,2
"Washington","Colorado",0,"Pacific Ten",3,2
"Washington","Cincinnati",1,"Pacific Ten",3,2
"Washington","MiamiOhio",1,"Pacific Ten",3,2
"WashingtonState","AlabamaBirmingham",1,"Pacific Ten",3,2
"WashingtonState","Illinois",1,"Pacific Ten",3,2
"WesternMichigan","GeorgiaTech",1,"Mid-American",3,2
"WesternMichigan","Hawaii",1,"Mid-American",3,2
"WesternMichigan","CentralFlorida",1,"Mid-American",3,2
"WesternMichigan","Rutgers",1,"Mid-American",3,2
"WesternMichigan","Nebraska",1,"Mid-American",3,2
"WesternMichigan","TexasTech",1,"Mid-American",3,2
"WesternMichigan","Mississippi",0,"Mid-American",3,2
"WesternMichigan","Connecticut",1,"Mid-American",3,2
"WestVirginia","UtahState",0,"Big East",3,2
"WestVirginia","FresnoState",1,"Big East",3,2
"WestVirginia","UtahState",0,"Big East",3,2
"WestVirginia","Syracuse",0,"Big East",3,2
"WestVirginia","CentralFlorida",0,"Big East",3,2
"WestVirginia","Wisconsin",1,"Big East",3,2
"WestVirginia","Auburn",1,"Big East",3,2
"WestVirginia","OhioState",1,"Big East",3,2
"WestVirginia","Duke",1,"Big East",3,2
"Wisconsin","Minnesota",1,"Big Ten",3,2
"Wisconsin","OklahomaState",1,"Big Ten",3,2
"Wisconsin","Florida",0,"Big Ten",3,2
"Wisconsin","Vanderbilt",1,"Big Ten",3,2
"Wisconsin","Michigan",1,"Big Ten",3,2
"Wisconsin","Nevada",0,"Big Ten",3,2
"Wisconsin","TexasA&M",0,"Big Ten",3,2
"Wisconsin",NA,1,"Big Ten",3,2
"Wisconsin","AirForce",1,"Big Ten",3,2
"Wyoming","Utah",1,"Mountain West",3,2
"Wyoming","Maryland",0,"Mountain West",3,2
"Wyoming","Tulane",1,"Mountain West",3,2
"Wyoming","Marshall",0,"Mountain West",3,2
"Wyoming",NA,0,"Mountain West",3,2
"Wyoming","Maryland",1,"Mountain West",3,2
"Wyoming","LouisianaState",1,"Mountain West",3,2
"Wyoming","Oregon",0,"Mountain West",3,2
